gameId,year,week,homeAbbr,awayAbbr,offenseAbbr,defenseAbbr,homeScore,awayScore,quarter,clock,type,down,distance,yardLine,yardsGained
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,3,0:14:50,Pass Completion,1,10,47,9
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,3,0:14:40,Pass Completion,2,1,56,6
332430251,2013,1,TEX,NMSU,TEX,NMSU,14,7,3,0:14:21,Rush,1,10,62,4
332430251,2013,1,TEX,NMSU,TEX,NMSU,14,7,3,0:13:30,Rush,2,6,66,6
332430251,2013,1,TEX,NMSU,TEX,NMSU,14,7,3,0:13:17,Rush,1,10,72,4
332430251,2013,1,TEX,NMSU,TEX,NMSU,20,7,3,0:12:48,Rush,2,6,76,24
332430251,2013,1,TEX,NMSU,NMSU,TEX,21,7,3,0:12:30,Pass Completion,1,10,69,27
332430251,2013,1,TEX,NMSU,NMSU,TEX,21,7,3,0:12:10,Pass Completion,1,10,42,21
332430251,2013,1,TEX,NMSU,NMSU,TEX,21,7,3,0:12:00,Pass Incompletion,1,10,21,0
332430251,2013,1,TEX,NMSU,NMSU,TEX,21,7,3,0:11:55,Pass Interception,2,10,21,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,21,7,3,0:11:50,Rush,1,10,12,1
332430251,2013,1,TEX,NMSU,TEX,NMSU,21,7,3,0:11:18,Rush,2,9,13,2
332430251,2013,1,TEX,NMSU,TEX,NMSU,21,7,3,0:10:45,Pass Completion,3,7,15,30
332430251,2013,1,TEX,NMSU,TEX,NMSU,27,7,3,0:10:27,Rush,1,10,45,55
332430251,2013,1,TEX,NMSU,NMSU,TEX,28,7,3,0:10:15,Pass Completion,1,10,74,3
332430251,2013,1,TEX,NMSU,NMSU,TEX,28,7,3,0:09:55,Rush,2,7,71,6
332430251,2013,1,TEX,NMSU,NMSU,TEX,28,7,3,0:09:23,Pass Incompletion,3,1,65,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,28,7,3,0:09:05,Rush,1,10,19,6
332430251,2013,1,TEX,NMSU,TEX,NMSU,28,7,3,0:08:45,Rush,2,4,25,1
332430251,2013,1,TEX,NMSU,TEX,NMSU,34,7,3,0:08:11,Pass Completion,3,3,26,74
332430251,2013,1,TEX,NMSU,NMSU,TEX,35,7,3,0:07:40,Pass Completion,1,10,43,2
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,3,0:07:13,Rush,2,8,41,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,35,7,3,0:05:44,Pass Incompletion,1,10,15,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,35,7,3,0:05:30,Rush,2,10,15,2
332430251,2013,1,TEX,NMSU,TEX,NMSU,35,7,3,0:05:00,Rush,3,8,17,10
332430251,2013,1,TEX,NMSU,TEX,NMSU,35,7,3,0:04:45,Pass Completion,1,10,27,5
332430251,2013,1,TEX,NMSU,TEX,NMSU,35,7,3,0:04:30,Pass Incompletion,2,5,32,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,35,7,3,0:04:00,Pass Completion,3,5,32,2
332430251,2013,1,TEX,NMSU,NMSU,TEX,35,7,3,0:03:30,Rush,1,10,63,-4
332430251,2013,1,TEX,NMSU,NMSU,TEX,35,7,3,0:03:00,Pass Completion,2,14,67,6
332430251,2013,1,TEX,NMSU,NMSU,TEX,35,7,3,0:02:37,Pass Incompletion,3,8,61,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,35,7,3,0:02:00,Rush,1,10,32,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,35,7,3,0:01:35,Pass Completion,2,10,32,5
332430251,2013,1,TEX,NMSU,TEX,NMSU,35,7,3,0:01:13,Pass Incompletion,3,5,37,0
332430251,2013,1,TEX,NMSU,NMSU,TEX,35,7,3,0:00:53,Pass Completion,1,10,77,4
332430251,2013,1,TEX,NMSU,NMSU,TEX,35,7,3,0:00:00,Pass Completion,2,6,73,5
332430251,2013,1,TEX,NMSU,NMSU,TEX,35,7,4,0:14:52,Pass Completion,2,16,83,19
332430251,2013,1,TEX,NMSU,NMSU,TEX,35,7,4,0:14:10,Pass Completion,1,10,64,7
332430251,2013,1,TEX,NMSU,NMSU,TEX,35,7,4,0:13:48,Pass Incompletion,2,3,57,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,35,7,4,0:12:48,Rush,1,10,36,21
332430251,2013,1,TEX,NMSU,TEX,NMSU,35,7,4,0:12:36,Rush,1,10,57,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,35,7,4,0:12:13,Rush,2,10,57,18
332430251,2013,1,TEX,NMSU,TEX,NMSU,41,7,4,0:11:51,Pass Completion,1,10,75,25
332430251,2013,1,TEX,NMSU,NMSU,TEX,42,7,4,0:11:45,Pass Incompletion,1,10,75,0
332430251,2013,1,TEX,NMSU,NMSU,TEX,42,7,4,0:11:30,Pass Completion,2,10,75,7
332430251,2013,1,TEX,NMSU,NMSU,TEX,42,7,4,0:11:11,Pass Incompletion,3,3,68,0
332430251,2013,1,TEX,NMSU,NMSU,TEX,42,7,4,0:11:00,Rush,4,3,68,18
332430251,2013,1,TEX,NMSU,NMSU,TEX,42,7,4,0:10:44,Pass Incompletion,1,10,50,0
332430251,2013,1,TEX,NMSU,NMSU,TEX,42,7,4,0:10:35,Rush,2,10,50,-2
332430251,2013,1,TEX,NMSU,NMSU,TEX,42,7,4,0:10:12,Pass Incompletion,3,12,52,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,42,7,4,0:09:46,Rush,1,10,12,3
332430251,2013,1,TEX,NMSU,TEX,NMSU,42,7,4,0:09:30,Rush,2,7,15,9
332430251,2013,1,TEX,NMSU,TEX,NMSU,42,7,4,0:08:53,Rush,1,10,24,7
